"","ARO1","term1","ARO2","term2","n_unigenes","gene_class1","gene_class2"
"1900","ARO:3008605","OXA-1189","ARO:3001712","OXA-213",1,"class D beta-lactamase","class D beta-lactamase"
"1901","ARO:3008605","OXA-1189","ARO:3001511","OXA-323",1,"class D beta-lactamase","class D beta-lactamase"
"1902","ARO:3001513","OXA-1189","ARO:3008605","OXA-325",1,"class D beta-lactamase","class D beta-lactamase"
"1903","ARO:3001397","OXA-119","ARO:3001775","OXA-2",1,"class D beta-lactamase","class D beta-lactamase"
"1904","ARO:3001415","OXA-119","ARO:3001775","OXA-20",1,"class D beta-lactamase","class D beta-lactamase"
"1905","ARO:3001398","OXA-119","ARO:3001775","OXA-3",1,"class D beta-lactamase","class D beta-lactamase"
"1906","ARO:3001775","OXA-119","ARO:3001810","OXA-53",1,"class D beta-lactamase","class D beta-lactamase"
"1907","ARO:3001407","OXA-12","ARO:3005734","OXA-504",1,"class D beta-lactamase","class D beta-lactamase"
"1908","ARO:3001407","OXA-12","ARO:3005931","OXA-726",1,"class D beta-lactamase","class D beta-lactamase"
"1909","ARO:3006103","OXA-12","ARO:3001407","OXA-917",1,"class D beta-lactamase","class D beta-lactamase"
"1910","ARO:3001407","OXA-12","ARO:3008728","OXA-951",1,"class D beta-lactamase","class D beta-lactamase"
"1911","ARO:3008735","OXA-12","ARO:3001407","OXA-958",1,"class D beta-lactamase","class D beta-lactamase"
"1912","ARO:3001407","OXA-12","ARO:3008736","OXA-959",1,"class D beta-lactamase","class D beta-lactamase"
"1913","ARO:3001710","OXA-1208","ARO:3008620","OXA-211",1,"class D beta-lactamase","class D beta-lactamase"
"1914","ARO:3008620","OXA-1208","ARO:3005864","OXA-644",1,"class D beta-lactamase","class D beta-lactamase"
"1915","ARO:3008649","OXA-1239","ARO:3003614","OXA-458",1,"class D beta-lactamase","class D beta-lactamase"
"1916","ARO:3008649","OXA-1239","ARO:3001404","OXA-9",1,"class D beta-lactamase","class D beta-lactamase"
"1917","ARO:3008649","OXA-1239","ARO:3006105","OXA-919",1,"class D beta-lactamase","class D beta-lactamase"
"1918","ARO:3001503","OXA-1251","ARO:3008661","OXA-258",1,"class D beta-lactamase","class D beta-lactamase"
"1919","ARO:3008674","OXA-1264","ARO:3001457","OXA-152",1,"class D beta-lactamase","class D beta-lactamase"
"1920","ARO:3001792","OXA-1264","ARO:3008674","OXA-62",1,"class D beta-lactamase","class D beta-lactamase"
"1921","ARO:3001796","OXA-1270","ARO:3008680","OXA-50",1,"class D beta-lactamase","class D beta-lactamase"
"1922","ARO:3008683","OXA-1273","ARO:3006089","OXA-901",1,"class D beta-lactamase","class D beta-lactamase"
"1923","ARO:3008694","OXA-1284","ARO:3008706","OXA-1296",1,"class D beta-lactamase","class D beta-lactamase"
"1924","ARO:3001582","OXA-1284","ARO:3008694","OXA-396",1,"class D beta-lactamase","class D beta-lactamase"
"1925","ARO:3001811","OXA-129","ARO:3001400","OXA-5",1,"class D beta-lactamase","class D beta-lactamase"
"1926","ARO:3008700","OXA-1290","ARO:3006093","OXA-905",1,"class D beta-lactamase","class D beta-lactamase"
"1927","ARO:3008704","OXA-1291","ARO:3008701","OXA-1294",1,"class D beta-lactamase","class D beta-lactamase"
"1928","ARO:3008704","OXA-1294","ARO:3001581","OXA-395",1,"class D beta-lactamase","class D beta-lactamase"
"1929","ARO:3008704","OXA-1294","ARO:3005727","OXA-494",1,"class D beta-lactamase","class D beta-lactamase"
"1930","ARO:3001796","OXA-1296","ARO:3008706","OXA-50",1,"class D beta-lactamase","class D beta-lactamase"
"1931","ARO:3001812","OXA-1307","ARO:3008717","OXA-54",1,"class D beta-lactamase","class D beta-lactamase"
"1932","ARO:3001737","OXA-134","ARO:3001695","OXA-282",1,"class D beta-lactamase","class D beta-lactamase"
"1933","ARO:3009042","OXA-151","ARO:3001456","RSD1-1",1,"class D beta-lactamase","class D beta-lactamase"
"1934","ARO:3001792","OXA-154","ARO:3001459","OXA-62",1,"class D beta-lactamase","class D beta-lactamase"
"1935","ARO:3001792","OXA-156","ARO:3001461","OXA-62",1,"class D beta-lactamase","class D beta-lactamase"
"1936","ARO:3001776","OXA-162","ARO:3005772","OXA-548",1,"class D beta-lactamase","class D beta-lactamase"
"1937","ARO:3001776","OXA-162","ARO:3005775","OXA-551",1,"class D beta-lactamase","class D beta-lactamase"
"1938","ARO:3001776","OXA-162","ARO:3006088","OXA-900",1,"class D beta-lactamase","class D beta-lactamase"
"1939","ARO:3001776","OXA-162","ARO:3007483","RAD-1",1,"class D beta-lactamase","class D beta-lactamase"
"1940","ARO:3005797","OXA-184","ARO:3001476","OXA-576",1,"class D beta-lactamase","class D beta-lactamase"
"1941","ARO:3001773","OXA-184","ARO:3001476","OXA-61",1,"class D beta-lactamase","class D beta-lactamase"
"1942","ARO:3007483","OXA-192","ARO:3001766","RAD-1",1,"class D beta-lactamase","class D beta-lactamase"
"1943","ARO:3001478","OXA-193","ARO:3005823","OXA-602",1,"class D beta-lactamase","class D beta-lactamase"
"1944","ARO:3001478","OXA-193","ARO:3005824","OXA-603",1,"class D beta-lactamase","class D beta-lactamase"
"1945","ARO:3005830","OXA-193","ARO:3001478","OXA-609",1,"class D beta-lactamase","class D beta-lactamase"
"1946","ARO:3001478","OXA-193","ARO:3005831","OXA-610",1,"class D beta-lactamase","class D beta-lactamase"
"1947","ARO:3001431","OXA-2","ARO:3001397","OXA-37",1,"class D beta-lactamase","class D beta-lactamase"
"1948","ARO:3001397","OXA-2","ARO:3001810","OXA-53",1,"class D beta-lactamase","class D beta-lactamase"
"1949","ARO:3001397","OXA-2","ARO:3005314","OXA-540",1,"class D beta-lactamase","class D beta-lactamase"
"1950","ARO:3001415","OXA-20","ARO:3005937","OXA-732",1,"class D beta-lactamase","class D beta-lactamase"
"1951","ARO:3001782","OXA-204","ARO:3001788","OXA-48",1,"class D beta-lactamase","class D beta-lactamase"
"1952","ARO:3001788","OXA-204","ARO:3005744","OXA-514",1,"class D beta-lactamase","class D beta-lactamase"
"1953","ARO:3001416","OXA-21","ARO:3001810","OXA-53",1,"class D beta-lactamase","class D beta-lactamase"
"1954","ARO:3001710","OXA-211","ARO:3001711","OXA-212",1,"class D beta-lactamase","class D beta-lactamase"
"1955","ARO:3001710","OXA-211","ARO:3001735","OXA-280",1,"class D beta-lactamase","class D beta-lactamase"
"1956","ARO:3001710","OXA-211","ARO:3001736","OXA-281",1,"class D beta-lactamase","class D beta-lactamase"
"1957","ARO:3001710","OXA-211","ARO:3001521","OXA-333",1,"class D beta-lactamase","class D beta-lactamase"
"1958","ARO:3001710","OXA-211","ARO:3005863","OXA-643",1,"class D beta-lactamase","class D beta-lactamase"
"1959","ARO:3001710","OXA-211","ARO:3005868","OXA-652",1,"class D beta-lactamase","class D beta-lactamase"
"1960","ARO:3001711","OXA-212","ARO:3001735","OXA-280",1,"class D beta-lactamase","class D beta-lactamase"
"1961","ARO:3001711","OXA-212","ARO:3005863","OXA-643",1,"class D beta-lactamase","class D beta-lactamase"
"1962","ARO:3005864","OXA-212","ARO:3001711","OXA-644",1,"class D beta-lactamase","class D beta-lactamase"
"1963","ARO:3001712","OXA-213","ARO:3001511","OXA-323",1,"class D beta-lactamase","class D beta-lactamase"
"1964","ARO:3001513","OXA-213","ARO:3001712","OXA-325",1,"class D beta-lactamase","class D beta-lactamase"
"1965","ARO:3001546","OXA-213","ARO:3001712","OXA-359",1,"class D beta-lactamase","class D beta-lactamase"
"1966","ARO:3006020","OXA-213","ARO:3001712","OXA-822",1,"class D beta-lactamase","class D beta-lactamase"
"1967","ARO:3001713","OXA-214","ARO:3001752","OXA-297",1,"class D beta-lactamase","class D beta-lactamase"
"1968","ARO:3001713","OXA-214","ARO:3008761","OXA-984",1,"class D beta-lactamase","class D beta-lactamase"
"1969","ARO:3001713","OXA-214","ARO:3008773","OXA-996",1,"class D beta-lactamase","class D beta-lactamase"
"1970","ARO:3001714","OXA-215","ARO:3001722","OXA-266",1,"class D beta-lactamase","class D beta-lactamase"
"1971","ARO:3001714","OXA-215","ARO:3001734","OXA-279",1,"class D beta-lactamase","class D beta-lactamase"
"1972","ARO:3001714","OXA-215","ARO:3001741","OXA-286",1,"class D beta-lactamase","class D beta-lactamase"
"1973","ARO:3001714","OXA-215","ARO:3001744","OXA-289",1,"class D beta-lactamase","class D beta-lactamase"
"1974","ARO:3001714","OXA-215","ARO:3001746","OXA-291",1,"class D beta-lactamase","class D beta-lactamase"
"1975","ARO:3001714","OXA-215","ARO:3001748","OXA-293",1,"class D beta-lactamase","class D beta-lactamase"
"1976","ARO:3001714","OXA-215","ARO:3001749","OXA-294",1,"class D beta-lactamase","class D beta-lactamase"
"1977","ARO:3001714","OXA-215","ARO:3005876","OXA-661",1,"class D beta-lactamase","class D beta-lactamase"
"1978","ARO:3001714","OXA-215","ARO:3005328","OXA-671",1,"class D beta-lactamase","class D beta-lactamase"
"1979","ARO:3001714","OXA-215","ARO:3005329","OXA-673",1,"class D beta-lactamase","class D beta-lactamase"
"1980","ARO:3001714","OXA-215","ARO:3008774","OXA-997",1,"class D beta-lactamase","class D beta-lactamase"
"1981","ARO:3001417","OXA-22","ARO:3003599","OXA-443",1,"class D beta-lactamase","class D beta-lactamase"
"1982","ARO:3001417","OXA-22","ARO:3005793","OXA-569",1,"class D beta-lactamase","class D beta-lactamase"
"1983","ARO:3001417","OXA-22","ARO:3005794","OXA-572",1,"class D beta-lactamase","class D beta-lactamase"
"1984","ARO:3001691","OXA-228","ARO:3001730","OXA-274",1,"class D beta-lactamase","class D beta-lactamase"
"1985","ARO:3001691","OXA-228","ARO:3001542","OXA-355",1,"class D beta-lactamase","class D beta-lactamase"
"1986","ARO:3001691","OXA-228","ARO:3004479","OXA-664",1,"class D beta-lactamase","class D beta-lactamase"
"1987","ARO:3001692","OXA-229","ARO:3001763","OXA-308",1,"class D beta-lactamase","class D beta-lactamase"
"1988","ARO:3001692","OXA-229","ARO:3008758","OXA-981",1,"class D beta-lactamase","class D beta-lactamase"
"1989","ARO:3001778","OXA-232","ARO:3006108","OXA-922",1,"class D beta-lactamase","class D beta-lactamase"
"1990","ARO:3001732","OXA-235","ARO:3001676","OXA-276",1,"class D beta-lactamase","class D beta-lactamase"
"1991","ARO:3001681","OXA-235","ARO:3001676","OXA-278",1,"class D beta-lactamase","class D beta-lactamase"
"1992","ARO:3005339","OXA-235","ARO:3001676","OXA-646",1,"class D beta-lactamase","class D beta-lactamase"
"1993","ARO:3008768","OXA-235","ARO:3001676","OXA-991",1,"class D beta-lactamase","class D beta-lactamase"
"1994","ARO:3001610","OXA-243","ARO:3001551","OXA-364",1,"class D beta-lactamase","class D beta-lactamase"
"1995","ARO:3001769","OXA-243","ARO:3001610","OXA-42",1,"class D beta-lactamase","class D beta-lactamase"
"1996","ARO:3001610","OXA-243","ARO:3003614","OXA-458",1,"class D beta-lactamase","class D beta-lactamase"
"1997","ARO:3001610","OXA-243","ARO:3003615","OXA-459",1,"class D beta-lactamase","class D beta-lactamase"
"1998","ARO:3001610","OXA-243","ARO:3005793","OXA-569",1,"class D beta-lactamase","class D beta-lactamase"
"1999","ARO:3001610","OXA-243","ARO:3005992","OXA-789",1,"class D beta-lactamase","class D beta-lactamase"
"2000","ARO:3001610","OXA-243","ARO:3005323","OXA-926",1,"class D beta-lactamase","class D beta-lactamase"
"2001","ARO:3001690","OXA-255","ARO:3005344","OXA-825",1,"class D beta-lactamase","class D beta-lactamase"
"2002","ARO:3005876","OXA-266","ARO:3001722","OXA-661",1,"class D beta-lactamase","class D beta-lactamase"
"2003","ARO:3001542","OXA-274","ARO:3001730","OXA-355",1,"class D beta-lactamase","class D beta-lactamase"
"2004","ARO:3001681","OXA-276","ARO:3001732","OXA-278",1,"class D beta-lactamase","class D beta-lactamase"
"2005","ARO:3001681","OXA-278","ARO:3001739","OXA-284",1,"class D beta-lactamase","class D beta-lactamase"
"2006","ARO:3001681","OXA-278","ARO:3001548","OXA-361",1,"class D beta-lactamase","class D beta-lactamase"
"2007","ARO:3001681","OXA-278","ARO:3005338","OXA-648",1,"class D beta-lactamase","class D beta-lactamase"
"2008","ARO:3005863","OXA-280","ARO:3001735","OXA-643",1,"class D beta-lactamase","class D beta-lactamase"
"2009","ARO:3005864","OXA-280","ARO:3001735","OXA-644",1,"class D beta-lactamase","class D beta-lactamase"
"2010","ARO:3001521","OXA-281","ARO:3001736","OXA-333",1,"class D beta-lactamase","class D beta-lactamase"
"2011","ARO:3005868","OXA-281","ARO:3001736","OXA-652",1,"class D beta-lactamase","class D beta-lactamase"
"2012","ARO:3001548","OXA-282","ARO:3001737","OXA-361",1,"class D beta-lactamase","class D beta-lactamase"
"2013","ARO:3001550","OXA-282","ARO:3001737","OXA-363",1,"class D beta-lactamase","class D beta-lactamase"
"2014","ARO:3005335","OXA-282","ARO:3001737","OXA-496",1,"class D beta-lactamase","class D beta-lactamase"
"2015","ARO:3001738","OXA-283","ARO:3005335","OXA-496",1,"class D beta-lactamase","class D beta-lactamase"
"2016","ARO:3001550","OXA-284","ARO:3001739","OXA-363",1,"class D beta-lactamase","class D beta-lactamase"
"2017","ARO:3005328","OXA-287","ARO:3001742","OXA-671",1,"class D beta-lactamase","class D beta-lactamase"
"2018","ARO:3001772","OXA-29","ARO:3001424","OXA-59",1,"class D beta-lactamase","class D beta-lactamase"
"2019","ARO:3005329","OXA-293","ARO:3001748","OXA-673",1,"class D beta-lactamase","class D beta-lactamase"
"2020","ARO:3008774","OXA-294","ARO:3001749","OXA-997",1,"class D beta-lactamase","class D beta-lactamase"
"2021","ARO:3008761","OXA-297","ARO:3001752","OXA-984",1,"class D beta-lactamase","class D beta-lactamase"
"2022","ARO:3008773","OXA-297","ARO:3001752","OXA-996",1,"class D beta-lactamase","class D beta-lactamase"
"2023","ARO:3001539","OXA-304","ARO:3001759","OXA-352",1,"class D beta-lactamase","class D beta-lactamase"
"2024","ARO:3006005","OXA-304","ARO:3001759","OXA-805",1,"class D beta-lactamase","class D beta-lactamase"
"2025","ARO:3008758","OXA-308","ARO:3001763","OXA-981",1,"class D beta-lactamase","class D beta-lactamase"
"2026","ARO:3001513","OXA-323","ARO:3001511","OXA-325",1,"class D beta-lactamase","class D beta-lactamase"
"2027","ARO:3001521","OXA-333","ARO:3005868","OXA-652",1,"class D beta-lactamase","class D beta-lactamase"
"2028","ARO:3001523","OXA-335","ARO:3005335","OXA-496",1,"class D beta-lactamase","class D beta-lactamase"
"2029","ARO:3001539","OXA-352","ARO:3006005","OXA-805",1,"class D beta-lactamase","class D beta-lactamase"
"2030","ARO:3001543","OXA-356","ARO:3005878","OXA-666",1,"class D beta-lactamase","class D beta-lactamase"
"2031","ARO:3001546","OXA-359","ARO:3006020","OXA-822",1,"class D beta-lactamase","class D beta-lactamase"
"2032","ARO:3001550","OXA-360","ARO:3001547","OXA-363",1,"class D beta-lactamase","class D beta-lactamase"
"2033","ARO:3001547","OXA-360","ARO:3005339","OXA-646",1,"class D beta-lactamase","class D beta-lactamase"
"2034","ARO:3001547","OXA-360","ARO:3008768","OXA-991",1,"class D beta-lactamase","class D beta-lactamase"
"2035","ARO:3001550","OXA-363","ARO:3005335","OXA-496",1,"class D beta-lactamase","class D beta-lactamase"
"2036","ARO:3001550","OXA-363","ARO:3005339","OXA-646",1,"class D beta-lactamase","class D beta-lactamase"
"2037","ARO:3001550","OXA-363","ARO:3005338","OXA-648",1,"class D beta-lactamase","class D beta-lactamase"
"2038","ARO:3001550","OXA-363","ARO:3008768","OXA-991",1,"class D beta-lactamase","class D beta-lactamase"
"2039","ARO:3001551","OXA-364","ARO:3003614","OXA-458",1,"class D beta-lactamase","class D beta-lactamase"
"2040","ARO:3005794","OXA-364","ARO:3001551","OXA-572",1,"class D beta-lactamase","class D beta-lactamase"
"2041","ARO:3001772","OXA-364","ARO:3001551","OXA-59",1,"class D beta-lactamase","class D beta-lactamase"
"2042","ARO:3005727","OXA-395","ARO:3001581","OXA-494",1,"class D beta-lactamase","class D beta-lactamase"
"2043","ARO:3001796","OXA-396","ARO:3001582","OXA-50",1,"class D beta-lactamase","class D beta-lactamase"
"2044","ARO:3001769","OXA-42","ARO:3008736","OXA-959",1,"class D beta-lactamase","class D beta-lactamase"
"2045","ARO:3003117","OXA-421","ARO:3005732","OXA-502",1,"class D beta-lactamase","class D beta-lactamase"
"2046","ARO:3003117","OXA-421","ARO:3005736","OXA-506",1,"class D beta-lactamase","class D beta-lactamase"
"2047","ARO:3003117","OXA-421","ARO:3005763","OXA-533",1,"class D beta-lactamase","class D beta-lactamase"
"2048","ARO:3003117","OXA-421","ARO:3005981","OXA-777",1,"class D beta-lactamase","class D beta-lactamase"
"2049","ARO:3003117","OXA-421","ARO:3006018","OXA-820",1,"class D beta-lactamase","class D beta-lactamase"
"2050","ARO:3003117","OXA-421","ARO:3006019","OXA-821",1,"class D beta-lactamase","class D beta-lactamase"
"2051","ARO:3003128","OXA-436","ARO:3004362","OXA-535",1,"class D beta-lactamase","class D beta-lactamase"
"2052","ARO:3003128","OXA-436","ARO:3005936","OXA-731",1,"class D beta-lactamase","class D beta-lactamase"
"2053","ARO:3003599","OXA-443","ARO:3006105","OXA-919",1,"class D beta-lactamase","class D beta-lactamase"
"2054","ARO:3005326","OXA-444","ARO:3003600","OXA-571",1,"class D beta-lactamase","class D beta-lactamase"
"2055","ARO:3003611","OXA-455","ARO:3005743","OXA-513",1,"class D beta-lactamase","class D beta-lactamase"
"2056","ARO:3001772","OXA-455","ARO:3003611","OXA-59",1,"class D beta-lactamase","class D beta-lactamase"
"2057","ARO:3003611","OXA-455","ARO:3005992","OXA-789",1,"class D beta-lactamase","class D beta-lactamase"
"2058","ARO:3001772","OXA-458","ARO:3003614","OXA-59",1,"class D beta-lactamase","class D beta-lactamase"
"2059","ARO:3005823","OXA-460","ARO:3003616","OXA-602",1,"class D beta-lactamase","class D beta-lactamase"
"2060","ARO:3005824","OXA-460","ARO:3003616","OXA-603",1,"class D beta-lactamase","class D beta-lactamase"
"2061","ARO:3005830","OXA-460","ARO:3003616","OXA-609",1,"class D beta-lactamase","class D beta-lactamase"
"2062","ARO:3005831","OXA-460","ARO:3003616","OXA-610",1,"class D beta-lactamase","class D beta-lactamase"
"2063","ARO:3001780","OXA-471","ARO:3003627","OXA-85",1,"class D beta-lactamase","class D beta-lactamase"
"2064","ARO:3001782","OXA-48","ARO:3005744","OXA-514",1,"class D beta-lactamase","class D beta-lactamase"
"2065","ARO:3001796","OXA-494","ARO:3005727","OXA-50",1,"class D beta-lactamase","class D beta-lactamase"
"2066","ARO:3005338","OXA-496","ARO:3005335","OXA-648",1,"class D beta-lactamase","class D beta-lactamase"
"2067","ARO:3001796","OXA-50","ARO:3006041","OXA-848",1,"class D beta-lactamase","class D beta-lactamase"
"2068","ARO:3005736","OXA-502","ARO:3005732","OXA-506",1,"class D beta-lactamase","class D beta-lactamase"
"2069","ARO:3006019","OXA-502","ARO:3005732","OXA-821",1,"class D beta-lactamase","class D beta-lactamase"
"2070","ARO:3005736","OXA-506","ARO:3006019","OXA-821",1,"class D beta-lactamase","class D beta-lactamase"
"2071","ARO:3005743","OXA-513","ARO:3005992","OXA-789",1,"class D beta-lactamase","class D beta-lactamase"
"2072","ARO:3001810","OXA-53","ARO:3005937","OXA-732",1,"class D beta-lactamase","class D beta-lactamase"
"2073","ARO:3005981","OXA-533","ARO:3005763","OXA-777",1,"class D beta-lactamase","class D beta-lactamase"
"2074","ARO:3006018","OXA-533","ARO:3005763","OXA-820",1,"class D beta-lactamase","class D beta-lactamase"
"2075","ARO:3001812","OXA-54","ARO:3006088","OXA-900",1,"class D beta-lactamase","class D beta-lactamase"
"2076","ARO:3001812","OXA-54","ARO:3007483","RAD-1",1,"class D beta-lactamase","class D beta-lactamase"
"2077","ARO:3006088","OXA-548","ARO:3005772","OXA-900",1,"class D beta-lactamase","class D beta-lactamase"
"2078","ARO:3001813","OXA-55","ARO:3005934","OXA-729",1,"class D beta-lactamase","class D beta-lactamase"
"2079","ARO:3001813","OXA-55","ARO:3008741","OXA-964",1,"class D beta-lactamase","class D beta-lactamase"
"2080","ARO:3001771","OXA-569","ARO:3005793","OXA-57",1,"class D beta-lactamase","class D beta-lactamase"
"2081","ARO:3005793","OXA-569","ARO:3005794","OXA-572",1,"class D beta-lactamase","class D beta-lactamase"
"2082","ARO:3001772","OXA-569","ARO:3005793","OXA-59",1,"class D beta-lactamase","class D beta-lactamase"
"2083","ARO:3001772","OXA-57","ARO:3001771","OXA-59",1,"class D beta-lactamase","class D beta-lactamase"
"2084","ARO:3005326","OXA-571","ARO:3005325","OXA-573",1,"class D beta-lactamase","class D beta-lactamase"
"2085","ARO:3005326","OXA-571","ARO:3005094","OXA-898",1,"class D beta-lactamase","class D beta-lactamase"
"2086","ARO:3005797","OXA-576","ARO:3001773","OXA-61",1,"class D beta-lactamase","class D beta-lactamase"
"2087","ARO:3001808","OXA-60","ARO:3005094","OXA-898",1,"class D beta-lactamase","class D beta-lactamase"
"2088","ARO:3005824","OXA-602","ARO:3005823","OXA-603",1,"class D beta-lactamase","class D beta-lactamase"
"2089","ARO:3001773","OXA-602","ARO:3005823","OXA-61",1,"class D beta-lactamase","class D beta-lactamase"
"2090","ARO:3005824","OXA-603","ARO:3001773","OXA-61",1,"class D beta-lactamase","class D beta-lactamase"
"2091","ARO:3005830","OXA-609","ARO:3001773","OXA-61",1,"class D beta-lactamase","class D beta-lactamase"
"2092","ARO:3005830","OXA-609","ARO:3005831","OXA-610",1,"class D beta-lactamase","class D beta-lactamase"
"2093","ARO:3005831","OXA-61","ARO:3001773","OXA-610",1,"class D beta-lactamase","class D beta-lactamase"
"2094","ARO:3005837","OXA-616","ARO:3005852","OXA-631",1,"class D beta-lactamase","class D beta-lactamase"
"2095","ARO:3005864","OXA-643","ARO:3005863","OXA-644",1,"class D beta-lactamase","class D beta-lactamase"
"2096","ARO:3005339","OXA-646","ARO:3008768","OXA-991",1,"class D beta-lactamase","class D beta-lactamase"
"2097","ARO:3001705","OXA-665","ARO:3004478","OXA-72",1,"class D beta-lactamase","class D beta-lactamase"
"2098","ARO:3005329","OXA-673","ARO:3001633","OXA-79",1,"class D beta-lactamase","class D beta-lactamase"
"2099","ARO:3008735","OXA-725","ARO:3008720","OXA-958",1,"class D beta-lactamase","class D beta-lactamase"
"2100","ARO:3008736","OXA-725","ARO:3008720","OXA-959",1,"class D beta-lactamase","class D beta-lactamase"
"2101","ARO:3005931","OXA-726","ARO:3008727","OXA-950",1,"class D beta-lactamase","class D beta-lactamase"
"2102","ARO:3008728","OXA-726","ARO:3005931","OXA-951",1,"class D beta-lactamase","class D beta-lactamase"
"2103","ARO:3005932","OXA-727","ARO:3005933","OXA-728",1,"class D beta-lactamase","class D beta-lactamase"
"2104","ARO:3005934","OXA-729","ARO:3008738","OXA-961",1,"class D beta-lactamase","class D beta-lactamase"
"2105","ARO:3008741","OXA-729","ARO:3005934","OXA-964",1,"class D beta-lactamase","class D beta-lactamase"
"2106","ARO:3006018","OXA-777","ARO:3005981","OXA-820",1,"class D beta-lactamase","class D beta-lactamase"
"2107","ARO:3006105","OXA-830","ARO:3006027","OXA-919",1,"class D beta-lactamase","class D beta-lactamase"
"2108","ARO:3008728","OXA-950","ARO:3008727","OXA-951",1,"class D beta-lactamase","class D beta-lactamase"
"2109","ARO:3008735","OXA-958","ARO:3008736","OXA-959",1,"class D beta-lactamase","class D beta-lactamase"
"2110","ARO:3009042","OXA-962","ARO:3008739","RSD1-1",1,"class D beta-lactamase","class D beta-lactamase"
"2111","ARO:3007483","OXA-982","ARO:3008759","RAD-1",1,"class D beta-lactamase","class D beta-lactamase"
"2112","ARO:3008773","OXA-984","ARO:3008761","OXA-996",1,"class D beta-lactamase","class D beta-lactamase"
"2113","ARO:3002405","OXY-2-10","ARO:3008793","OXY-2-22",1,"class A beta-lactamase","class A beta-lactamase"
"2114","ARO:3002405","OXY-2-10","ARO:3002401","OXY-2-6",1,"class A beta-lactamase","class A beta-lactamase"
"2115","ARO:3008793","OXY-2-22","ARO:3002401","OXY-2-6",1,"class A beta-lactamase","class A beta-lactamase"
"2116","ARO:3002398","OXY-2-28","ARO:3008799","OXY-2-3",1,"class A beta-lactamase","class A beta-lactamase"
"2117","ARO:3002399","OXY-2-28","ARO:3008799","OXY-2-4",1,"class A beta-lactamase","class A beta-lactamase"
"2118","ARO:3002399","OXY-2-3","ARO:3002398","OXY-2-4",1,"class A beta-lactamase","class A beta-lactamase"
"2119","ARO:3002404","OXY-2-9","ARO:3009012","PEN-A33",1,"class A beta-lactamase","class A beta-lactamase"
"2120","ARO:3008817","OXY-3-1","ARO:3002409","OXY-8-1",1,"class A beta-lactamase","class A beta-lactamase"
"2121","ARO:3008821","PAD-1","ARO:3008997","PEN-A1",1,"class A beta-lactamase","class A beta-lactamase"
"2122","ARO:3008821","PAD-1","ARO:3009008","PEN-A2",1,"class A beta-lactamase","class A beta-lactamase"
"2123","ARO:3008821","PAD-1","ARO:3009013","PEN-A34",1,"class A beta-lactamase","class A beta-lactamase"
"2124","ARO:3008821","PAD-1","ARO:3006973","PME-1",1,"class A beta-lactamase","class A beta-lactamase"
"2125","ARO:3001099","PAD-1","ARO:3008821","SHV-41",1,"class A beta-lactamase","class A beta-lactamase"
"2126","ARO:3007007","PAD-1","ARO:3008821","TER-2",1,"class A beta-lactamase","class A beta-lactamase"
"2127","ARO:3007201","PAM-1","ARO:3007199","PAM-3",1,"class B beta-lactamase","class B beta-lactamase"
"2128","ARO:3007201","PAM-2","ARO:3007200","PAM-3",1,"class B beta-lactamase","class B beta-lactamase"
"2129","ARO:3006619","PDC-102","ARO:3006482","PDC-241",1,"class C beta-lactamase","class C beta-lactamase"
"2130","ARO:3009041","PDC-102","ARO:3006482","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2131","ARO:3006619","PDC-131","ARO:3006508","PDC-241",1,"class C beta-lactamase","class C beta-lactamase"
"2132","ARO:3009041","PDC-131","ARO:3006508","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2133","ARO:3005310","PDC-137","ARO:3006514","PDC-313",1,"class C beta-lactamase","class C beta-lactamase"
"2134","ARO:3006514","PDC-137","ARO:3006772","PDC-402",1,"class C beta-lactamase","class C beta-lactamase"
"2135","ARO:3006514","PDC-137","ARO:3004339","PDC-76",1,"class C beta-lactamase","class C beta-lactamase"
"2136","ARO:3009041","PDC-151","ARO:3006529","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"2137","ARO:3006539","PDC-160","ARO:3006586","PDC-208",1,"class C beta-lactamase","class C beta-lactamase"
"2138","ARO:3006539","PDC-160","ARO:3006680","PDC-31",1,"class C beta-lactamase","class C beta-lactamase"
"2139","ARO:3006539","PDC-160","ARO:3006691","PDC-320",1,"class C beta-lactamase","class C beta-lactamase"
"2140","ARO:3006699","PDC-160","ARO:3006539","PDC-33",1,"class C beta-lactamase","class C beta-lactamase"
"2141","ARO:3006539","PDC-160","ARO:3008912","PDC-565",1,"class C beta-lactamase","class C beta-lactamase"
"2142","ARO:3005133","PDC-160","ARO:3006539","PDC-62",1,"class C beta-lactamase","class C beta-lactamase"
"2143","ARO:3006654","PDC-161","ARO:3006540","PDC-280",1,"class C beta-lactamase","class C beta-lactamase"
"2144","ARO:3006574","PDC-195","ARO:3006680","PDC-31",1,"class C beta-lactamase","class C beta-lactamase"
"2145","ARO:3006709","PDC-195","ARO:3006574","PDC-34",1,"class C beta-lactamase","class C beta-lactamase"
"2146","ARO:3005133","PDC-199","ARO:3006578","PDC-62",1,"class C beta-lactamase","class C beta-lactamase"
"2147","ARO:3006586","PDC-208","ARO:3006680","PDC-31",1,"class C beta-lactamase","class C beta-lactamase"
